"sell_date","date_time","day_name","day_index","is_workday","year_season","money","coffee_name","category","caffeine_level","contains_milk","segment_name","segment_id"
"2025-02-21","2025-02-21 10:14:07",Friday,4,1,Winter,25,Americano with milk,Coffee,High,1,Midday,2
"2025-02-21","2025-02-21 15:56:21",Friday,4,1,Winter,25,Americano with milk,Coffee,High,1,Afternoon,3
"2025-02-21","2025-02-21 16:13:01",Friday,4,1,Winter,28,Double Irish whiskey,Alcohol-based,None,0,Evening,4
"2025-02-21","2025-02-21 16:44:24",Friday,4,1,Winter,20,Espresso,Coffee,High,0,Evening,4
"2025-02-21","2025-02-21 17:12:49",Friday,4,1,Winter,33,Latte,Coffee,Medium,1,Evening,4
"2025-02-21","2025-02-21 18:43:58",Friday,4,1,Winter,25,Americano with milk,Coffee,High,1,Evening,4
"2025-02-21","2025-02-21 18:45:20",Friday,4,1,Winter,33,Latte,Coffee,Medium,1,Evening,4
"2025-02-21","2025-02-21 18:55:19",Friday,4,1,Winter,15,Tea,Tea,Low,0,Evening,4
"2025-02-22","2025-02-22 12:08:32",Saturday,5,0,Winter,28,Caramel with chocolate,Sweet,None,0,Midday,2
"2025-02-22","2025-02-22 18:38:38",Saturday,5,0,Winter,33,Latte,Coffee,Medium,1,Evening,4
"2025-02-22","2025-02-22 18:38:38",Saturday,5,0,Winter,25,Americano with milk,Coffee,High,1,Evening,4
"2025-02-22","2025-02-22 19:05:11",Saturday,5,0,Winter,29,Coffee with Irish whiskey,Alcohol-based,High,0,Evening,4
"2025-02-23","2025-02-23 11:04:22",Sunday,6,0,Winter,28,Double Irish whiskey,Alcohol-based,None,0,Midday,2
"2025-02-23","2025-02-23 15:09:53",Sunday,6,0,Winter,25,Americano,Coffee,High,0,Afternoon,3
"2025-02-23","2025-02-23 15:19:14",Sunday,6,0,Winter,25,Americano with milk,Coffee,High,1,Afternoon,3
"2025-02-23","2025-02-23 15:57:49",Sunday,6,0,Winter,28,Double Irish whiskey,Alcohol-based,None,0,Afternoon,3
"2025-02-24","2025-02-24 13:23:23",Monday,0,1,Winter,15,Tea,Tea,Low,0,Afternoon,3
"2025-02-24","2025-02-24 18:32:28",Monday,0,1,Winter,28,Caramel with Irish whiskey,Alcohol-based,None,0,Evening,4
"2025-02-24","2025-02-24 18:33:49",Monday,0,1,Winter,28,Caramel with Irish whiskey,Alcohol-based,None,0,Evening,4
"2025-02-24","2025-02-24 20:15:01",Monday,0,1,Winter,25,Caramel with milk,Sweet,None,1,Evening,4
"2025-02-25","2025-02-25 21:41:58",Tuesday,1,1,Winter,29,Coffee with Irish whiskey,Alcohol-based,High,0,Evening,4
"2025-02-25","2025-02-25 21:43:45",Tuesday,1,1,Winter,33,Latte,Coffee,Medium,1,Evening,4
"2025-02-26","2025-02-26 09:41:12",Wednesday,2,1,Winter,25,Americano with milk,Coffee,High,1,Morning,1
"2025-02-26","2025-02-26 09:41:12",Wednesday,2,1,Winter,25,Americano with milk,Coffee,High,1,Morning,1
"2025-02-26","2025-02-26 10:29:33",Wednesday,2,1,Winter,25,Irish whiskey,Alcohol-based,None,0,Midday,2
"2025-02-26","2025-02-26 11:31:35",Wednesday,2,1,Winter,33,Latte,Coffee,Medium,1,Midday,2
"2025-02-26","2025-02-26 11:36:20",Wednesday,2,1,Winter,27,Irish whiskey with milk,Alcohol-based,None,1,Midday,2
"2025-02-26","2025-02-26 11:44:39",Wednesday,2,1,Winter,15,Tea,Tea,Low,0,Midday,2
"2025-02-26","2025-02-26 11:49:57",Wednesday,2,1,Winter,20,Espresso,Coffee,High,0,Midday,2
"2025-02-26","2025-02-26 11:56:36",Wednesday,2,1,Winter,15,Tea,Tea,Low,0,Midday,2
"2025-02-26","2025-02-26 12:00:27",Wednesday,2,1,Winter,15,Tea,Tea,Low,0,Midday,2
"2025-02-26","2025-02-26 12:17:03",Wednesday,2,1,Winter,15,Tea,Tea,Low,0,Midday,2
"2025-02-26","2025-02-26 12:22:20",Wednesday,2,1,Winter,15,Tea,Tea,Low,0,Midday,2
"2025-02-26","2025-02-26 13:11:29",Wednesday,2,1,Winter,33,Latte,Coffee,Medium,1,Afternoon,3
"2025-02-26","2025-02-26 14:53:33",Wednesday,2,1,Winter,33,Latte,Coffee,Medium,1,Afternoon,3
"2025-02-26","2025-02-26 16:45:34",Wednesday,2,1,Winter,27,Irish whiskey with milk,Alcohol-based,None,1,Evening,4
"2025-02-26","2025-02-26 17:08:45",Wednesday,2,1,Winter,29,Coffee with Irish whiskey,Alcohol-based,High,0,Evening,4
"2025-02-26","2025-02-26 17:13:28",Wednesday,2,1,Winter,25,Caramel with milk,Sweet,None,1,Evening,4
"2025-02-26","2025-02-26 20:49:00",Wednesday,2,1,Winter,28,Caramel with chocolate,Sweet,None,0,Evening,4
"2025-02-27","2025-02-27 11:37:57",Thursday,3,1,Winter,25,Americano with milk,Coffee,High,1,Midday,2
"2025-02-27","2025-02-27 17:04:29",Thursday,3,1,Winter,15,Tea,Tea,Low,0,Evening,4
"2025-02-28","2025-02-28 07:58:50",Friday,4,1,Winter,25,Americano with milk,Coffee,High,1,Morning,1
"2025-02-28","2025-02-28 12:02:54",Friday,4,1,Winter,20,Espresso,Coffee,High,0,Midday,2
"2025-02-28","2025-02-28 14:40:03",Friday,4,1,Winter,33,Latte,Coffee,Medium,1,Afternoon,3
"2025-02-28","2025-02-28 14:42:05",Friday,4,1,Winter,33,Latte,Coffee,Medium,1,Afternoon,3
"2025-02-28","2025-02-28 15:39:43",Friday,4,1,Winter,30,Cappuccino,Coffee,Medium,1,Afternoon,3
"2025-02-28","2025-02-28 15:42:11",Friday,4,1,Winter,25,Americano with milk,Coffee,High,1,Afternoon,3
"2025-02-28","2025-02-28 19:54:43",Friday,4,1,Winter,28,Super chocolate,Sweet,None,0,Evening,4
"2025-02-28","2025-02-28 22:14:42",Friday,4,1,Winter,28,Double Irish whiskey,Alcohol-based,None,0,Evening,4
"2025-02-28","2025-02-28 22:32:32",Friday,4,1,Winter,25,Americano with milk,Coffee,High,1,Evening,4
"2025-03-01","2025-03-01 11:37:35",Saturday,5,0,Spring,30,Cappuccino,Coffee,Medium,1,Midday,2
"2025-03-01","2025-03-01 11:43:55",Saturday,5,0,Spring,25,Americano with milk,Coffee,High,1,Midday,2
"2025-03-01","2025-03-01 12:48:46",Saturday,5,0,Spring,15,Tea,Tea,Low,0,Midday,2
"2025-03-01","2025-03-01 14:48:41",Saturday,5,0,Spring,27,Chocolate with milk,Sweet,None,1,Afternoon,3
"2025-03-01","2025-03-01 16:35:56",Saturday,5,0,Spring,27,Irish whiskey with milk,Alcohol-based,None,1,Evening,4
"2025-03-02","2025-03-02 11:18:50",Sunday,6,0,Spring,25,Americano with milk,Coffee,High,1,Midday,2
"2025-03-02","2025-03-02 11:20:34",Sunday,6,0,Spring,30,Cappuccino,Coffee,Medium,1,Midday,2
"2025-03-02","2025-03-02 12:16:41",Sunday,6,0,Spring,28,Caramel coffee,Coffee,Medium,0,Midday,2
"2025-03-02","2025-03-02 12:48:05",Sunday,6,0,Spring,28,Coffee with chocolate,Coffee,Medium,0,Midday,2
"2025-03-02","2025-03-02 12:48:05",Sunday,6,0,Spring,30,Cappuccino,Coffee,Medium,1,Midday,2
"2025-03-02","2025-03-02 14:54:16",Sunday,6,0,Spring,28,Super chocolate,Sweet,None,0,Afternoon,3
"2025-03-02","2025-03-02 16:09:56",Sunday,6,0,Spring,25,Irish whiskey,Alcohol-based,None,0,Evening,4
"2025-03-02","2025-03-02 20:12:18",Sunday,6,0,Spring,27,Chocolate with milk,Sweet,None,1,Evening,4
"2025-03-02","2025-03-02 20:13:42",Sunday,6,0,Spring,27,Irish whiskey with milk,Alcohol-based,None,1,Evening,4
"2025-03-02","2025-03-02 20:16:54",Sunday,6,0,Spring,33,Latte,Coffee,Medium,1,Evening,4
"2025-03-02","2025-03-02 20:30:04",Sunday,6,0,Spring,25,Caramel with milk,Sweet,None,1,Evening,4
"2025-03-03","2025-03-03 10:40:15",Monday,0,1,Spring,25,Americano with milk,Coffee,High,1,Midday,2
"2025-03-03","2025-03-03 11:08:15",Monday,0,1,Spring,25,Irish whiskey,Alcohol-based,None,0,Midday,2
"2025-03-03","2025-03-03 11:14:04",Monday,0,1,Spring,25,Irish whiskey,Alcohol-based,None,0,Midday,2
"2025-03-03","2025-03-03 11:24:26",Monday,0,1,Spring,27,Irish with chocolate,Alcohol-based,None,0,Midday,2
"2025-03-03","2025-03-03 16:23:33",Monday,0,1,Spring,28,Caramel with Irish whiskey,Alcohol-based,None,0,Evening,4
"2025-03-03","2025-03-03 21:58:37",Monday,0,1,Spring,25,Americano with milk,Coffee,High,1,Evening,4
"2025-03-05","2025-03-05 11:29:31",Wednesday,2,1,Spring,25,Irish whiskey,Alcohol-based,None,0,Midday,2
"2025-03-05","2025-03-05 11:39:26",Wednesday,2,1,Spring,27,Vanilla coffee,Coffee,Medium,0,Midday,2
"2025-03-05","2025-03-05 12:34:30",Wednesday,2,1,Spring,20,Espresso,Coffee,High,0,Midday,2
"2025-03-05","2025-03-05 13:12:49",Wednesday,2,1,Spring,25,Americano,Coffee,High,0,Afternoon,3
"2025-03-05","2025-03-05 13:17:06",Wednesday,2,1,Spring,27,Irish whiskey with milk,Alcohol-based,None,1,Afternoon,3
"2025-03-05","2025-03-05 18:38:51",Wednesday,2,1,Spring,33,Latte,Coffee,Medium,1,Evening,4
"2025-03-05","2025-03-05 18:40:11",Wednesday,2,1,Spring,25,Americano with milk,Coffee,High,1,Evening,4
"2025-03-05","2025-03-05 18:44:49",Wednesday,2,1,Spring,25,Americano,Coffee,High,0,Evening,4
"2025-03-07","2025-03-07 12:36:33",Friday,4,1,Spring,27,Double ristretto,Coffee,Very High,0,Midday,2
"2025-03-07","2025-03-07 12:37:48",Friday,4,1,Spring,25,Americano with milk,Coffee,High,1,Midday,2
"2025-03-07","2025-03-07 14:19:54",Friday,4,1,Spring,27,Irish with chocolate,Alcohol-based,None,0,Afternoon,3
"2025-03-07","2025-03-07 14:21:18",Friday,4,1,Spring,25,Irish whiskey,Alcohol-based,None,0,Afternoon,3
"2025-03-07","2025-03-07 21:35:05",Friday,4,1,Spring,27,Chocolate with milk,Sweet,None,1,Evening,4
"2025-03-08","2025-03-08 11:32:24",Saturday,5,0,Spring,25,Americano with milk,Coffee,High,1,Midday,2
"2025-03-08","2025-03-08 16:35:18",Saturday,5,0,Spring,20,Espresso,Coffee,High,0,Evening,4
"2025-03-08","2025-03-08 21:32:09",Saturday,5,0,Spring,30,Hot milkshake,Sweet,None,1,Evening,4
"2025-03-08","2025-03-08 21:48:58",Saturday,5,0,Spring,28,Caramel with chocolate,Sweet,None,0,Evening,4
"2025-03-09","2025-03-09 07:47:14",Sunday,6,0,Spring,25,Americano,Coffee,High,0,Morning,1
"2025-03-09","2025-03-09 11:47:13",Sunday,6,0,Spring,25,Americano,Coffee,High,0,Midday,2
"2025-03-09","2025-03-09 15:05:27",Sunday,6,0,Spring,25,Americano,Coffee,High,0,Afternoon,3
"2025-03-09","2025-03-09 15:07:45",Sunday,6,0,Spring,30,Mochaccino,Coffee,Medium,1,Afternoon,3
"2025-03-09","2025-03-09 17:32:54",Sunday,6,0,Spring,25,Americano,Coffee,High,0,Evening,4
"2025-03-09","2025-03-09 18:05:00",Sunday,6,0,Spring,28,Vanilla with Irish whiskey,Alcohol-based,None,0,Evening,4
"2025-03-09","2025-03-09 18:43:39",Sunday,6,0,Spring,27,Irish whiskey with milk,Alcohol-based,None,1,Evening,4
"2025-03-09","2025-03-09 19:19:21",Sunday,6,0,Spring,27,Chocolate with milk,Sweet,None,1,Evening,4
"2025-03-10","2025-03-10 12:11:09",Monday,0,1,Spring,25,Americano,Coffee,High,0,Midday,2
"2025-03-10","2025-03-10 14:01:03",Monday,0,1,Spring,27,Irish whiskey with milk,Alcohol-based,None,1,Afternoon,3
"2025-03-10","2025-03-10 15:25:38",Monday,0,1,Spring,27,Irish whiskey with milk,Alcohol-based,None,1,Afternoon,3
"2025-03-10","2025-03-10 22:12:01",Monday,0,1,Spring,30,Cappuccino,Coffee,Medium,1,Evening,4
"2025-03-11","2025-03-11 07:52:45",Tuesday,1,1,Spring,30,Cappuccino,Coffee,Medium,1,Morning,1
"2025-03-11","2025-03-11 10:04:22",Tuesday,1,1,Spring,27,Chocolate with milk,Sweet,None,1,Midday,2
"2025-03-11","2025-03-11 12:41:27",Tuesday,1,1,Spring,28,Super chocolate,Sweet,None,0,Midday,2
"2025-03-11","2025-03-11 18:03:20",Tuesday,1,1,Spring,27,Irish with chocolate,Alcohol-based,None,0,Evening,4
"2025-03-11","2025-03-11 18:04:42",Tuesday,1,1,Spring,27,Irish with chocolate,Alcohol-based,None,0,Evening,4
"2025-03-12","2025-03-12 07:53:08",Wednesday,2,1,Spring,33,Latte,Coffee,Medium,1,Morning,1
"2025-03-12","2025-03-12 08:41:17",Wednesday,2,1,Spring,25,Americano,Coffee,High,0,Morning,1
"2025-03-12","2025-03-12 16:56:27",Wednesday,2,1,Spring,25,Americano with milk,Coffee,High,1,Evening,4
"2025-03-12","2025-03-12 16:58:14",Wednesday,2,1,Spring,28,Double Irish whiskey,Alcohol-based,None,0,Evening,4
"2025-03-12","2025-03-12 18:50:47",Wednesday,2,1,Spring,25,Americano with milk,Coffee,High,1,Evening,4
"2025-03-12","2025-03-12 18:52:44",Wednesday,2,1,Spring,25,Americano with milk,Coffee,High,1,Evening,4
"2025-03-12","2025-03-12 21:37:51",Wednesday,2,1,Spring,27,Irish whiskey with milk,Alcohol-based,None,1,Evening,4
"2025-03-12","2025-03-12 21:39:14",Wednesday,2,1,Spring,27,Irish whiskey with milk,Alcohol-based,None,1,Evening,4
"2025-03-14","2025-03-14 12:31:32",Friday,4,1,Spring,25,Americano with milk,Coffee,High,1,Midday,2
"2025-03-14","2025-03-14 13:46:07",Friday,4,1,Spring,28,Double Irish whiskey,Alcohol-based,None,0,Afternoon,3
"2025-03-14","2025-03-14 15:59:44",Friday,4,1,Spring,33,Latte,Coffee,Medium,1,Afternoon,3
"2025-03-14","2025-03-14 21:27:31",Friday,4,1,Spring,27,Irish whiskey with milk,Alcohol-based,None,1,Evening,4
"2025-03-15","2025-03-15 13:12:26",Saturday,5,0,Spring,15,Tea,Tea,Low,0,Afternoon,3
"2025-03-15","2025-03-15 13:15:33",Saturday,5,0,Spring,20,Espresso,Coffee,High,0,Afternoon,3
"2025-03-15","2025-03-15 13:37:40",Saturday,5,0,Spring,25,Irish whiskey,Alcohol-based,None,0,Afternoon,3
"2025-03-15","2025-03-15 13:39:02",Saturday,5,0,Spring,25,Irish whiskey,Alcohol-based,None,0,Afternoon,3
"2025-03-15","2025-03-15 14:56:24",Saturday,5,0,Spring,27,Irish whiskey with milk,Alcohol-based,None,1,Afternoon,3
"2025-03-15","2025-03-15 14:57:48",Saturday,5,0,Spring,27,Chocolate with milk,Sweet,None,1,Afternoon,3
"2025-03-15","2025-03-15 15:48:00",Saturday,5,0,Spring,28,Caramel with Irish whiskey,Alcohol-based,None,0,Afternoon,3
"2025-03-15","2025-03-15 19:08:45",Saturday,5,0,Spring,25,Irish whiskey,Alcohol-based,None,0,Evening,4
"2025-03-15","2025-03-15 19:10:04",Saturday,5,0,Spring,25,Americano with milk,Coffee,High,1,Evening,4
"2025-03-15","2025-03-15 21:02:14",Saturday,5,0,Spring,33,Latte,Coffee,Medium,1,Evening,4
"2025-03-15","2025-03-15 21:58:17",Saturday,5,0,Spring,30,Cappuccino,Coffee,Medium,1,Evening,4
"2025-03-16","2025-03-16 13:50:06",Sunday,6,0,Spring,25,Americano with milk,Coffee,High,1,Afternoon,3
"2025-03-16","2025-03-16 14:45:25",Sunday,6,0,Spring,25,Americano with milk,Coffee,High,1,Afternoon,3
"2025-03-16","2025-03-16 15:04:02",Sunday,6,0,Spring,25,Americano with milk,Coffee,High,1,Afternoon,3
"2025-03-16","2025-03-16 16:01:45",Sunday,6,0,Spring,29,Coffee with Irish whiskey,Alcohol-based,High,0,Evening,4
"2025-03-17","2025-03-17 08:01:14",Monday,0,1,Spring,29,Coffee with Irish whiskey,Alcohol-based,High,0,Morning,1
"2025-03-17","2025-03-17 11:03:49",Monday,0,1,Spring,25,Irish whiskey,Alcohol-based,None,0,Midday,2
"2025-03-17","2025-03-17 16:44:56",Monday,0,1,Spring,33,Latte,Coffee,Medium,1,Evening,4
"2025-03-17","2025-03-17 17:33:56",Monday,0,1,Spring,29,Coffee with Irish whiskey,Alcohol-based,High,0,Evening,4
"2025-03-17","2025-03-17 18:33:37",Monday,0,1,Spring,29,Coffee with Irish whiskey,Alcohol-based,High,0,Evening,4
"2025-03-18","2025-03-18 08:25:07",Tuesday,1,1,Spring,29,Coffee with Irish whiskey,Alcohol-based,High,0,Morning,1
"2025-03-18","2025-03-18 15:02:02",Tuesday,1,1,Spring,28,Double Irish whiskey,Alcohol-based,None,0,Afternoon,3
"2025-03-18","2025-03-18 17:44:32",Tuesday,1,1,Spring,20,Espresso,Coffee,High,0,Evening,4
"2025-03-18","2025-03-18 17:47:22",Tuesday,1,1,Spring,25,Irish whiskey,Alcohol-based,None,0,Evening,4
